LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,0.2684564,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,0.6016043,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,0.6028131,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,0.334672,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,0.3012048,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,0.1328904,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,0.1664447,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,0.4002669,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,0.9676343,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,0.8294625,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,1.528747,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,1.262458,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,0.5948447,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,0.9871668,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,0.883797,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,0.7874016,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,1.182654,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,0.7494298,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,0.421804,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,0.6835938,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.6168831,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,0.09702458,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.5169628,,
DNK,Denmark,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,0.452635,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,-6.826696,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,-6.057399,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,-6.873982,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,-7.460434,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,-5.078699,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,-4.877264,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,-4.43881,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,0.6489135,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,3.856245,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,0.3727772,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,0.7266106,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,0.5735691,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,-0.6678902,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,4.014433,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,5.176445,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,3.430958,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,2.31348,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,0.4226618,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-2.564551,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-1.262189,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-2.063832,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-9.465955,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-4.21968,,
DNK,Denmark,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,-5.640491,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,0.6747639,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,1.348618,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,1.073465,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,1.044826,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,-0.03351206,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,-0.0665336,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,-2.21087E-14,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,0.5003335,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,2.346631,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,2.063915,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,3.717225,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,3.086625,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,1.146413,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,0.6849315,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,-1.056,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,-0.5795235,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,1.262953,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,1.295756,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,1.90815,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,1.101036,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.5116726,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,1.151263,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.4760394,,
DNK,Denmark,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,0.4163997,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,1.075875,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,1.298424,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,1.453381,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,1.195499,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,0.9683066,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,0.7516202,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,0.6980912,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,0.3191214,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,0.4781835,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,0.7380714,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,1.350895,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,1.102515,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,0.6075817,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,0.6609752,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,0.6593147,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,0.6710509,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,1.055187,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,0.6987997,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,0.4929774,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,0.8135462,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.8869827,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,0.8599956,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.9562597,,
DNK,Denmark,CPGRLE01,CPI: All items non-food non-energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,1.030639,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,-2.377871,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,-2.136545,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,-1.806183,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,-0.6104165,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,-0.921155,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,-0.9464353,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,-0.9870058,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,-0.44929,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,1.403455,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,1.283432,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,0.9657387,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,0.8353018,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,-0.1172751,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,0.5376069,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,0.9713804,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,1.10688,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.6687329,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,0.3220204,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-0.06599564,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,0.09317474,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.3604815,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-1.38277,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-1.9002,,
GRC,Greece,CPALTT01,CPI: 01-12 - All items,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,-2.051077,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,-11.6853,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,-9.358977,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,-10.9119,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,-9.066218,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,-5.244534,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,-3.515282,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,-1.638258,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,8.873619,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,13.41103,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,6.078956,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,4.384328,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,2.092552,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,-0.3648914,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,3.00452,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,5.602634,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,4.691664,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.6562778,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,0.32719,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,-1.384261,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-1.467661,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-0.2526681,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-11.99384,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-10.78026,,
GRC,Greece,CPGREN01,CPI: Energy,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,-9.840913,,
GRC,Greece,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,0.3876958,,
GRC,Greece,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,0.8378928,,
GRC,Greece,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,2.982003,,
GRC,Greece,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,3.033608,,
GRC,Greece,CP010000,CPI: 01 - Food and non-Alcoholic beverages,GY,Percentage change on the same period of the previous year,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,0.5760283,,
